"id";"year";"make";"model";"color";"price";"mpg_city";"mpg_hwy";"transmission";"engine";"drive_type";"prev_owners";"mileage";"vin";"status";"date_created";"style";"city";"state";"images"
299;1973;"Pontiac";"Firebird Formula";"Beige";26813.14;18;24;"Automatic";"V8 4.0L";"FWD";3;82302;"E1WGZMWW7RBERKBAF";1;"2025-01-27";"muscle car";"Miami";"FL";"{""model_imgs_key"": ""pontiac firebird formula""}"
300;1963;"Jeep";"Willys Station Wagon";"Green";3000.0;20;22;"Manual";"Flat-4 1.6L";"AWD";3;18088;"C0HS61WWU6IM4XXZE";1;"2022-01-01";"station wagon";"Atlanta";"GA";"{""model_imgs_key"": ""jeep willys station wagon""}"
301;1969;"Dodge";"Charger Hardtop";"Gray";4266.23;14;30;"Automatic";"V8 7.5L";"AWD";3;62868;"HASAJOI88FUQZ61FO";0;"2024-05-01";"muscle car,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge charger hardtop""}"
302;1957;"Oldsmobile";"Super 88 Convertible";"Green";15961.32;13;21;"Manual";"Rotary 1.1L";"FWD";2;15331;"UTHY977BW72K2H9OY";1;"2025-03-22";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
303;1938;"Lincoln";"Zephyr Coupe";"Yellow";4610.16;16;19;"Automatic";"Flat-4 1.3L";"AWD";3;122164;"RFUIHBKV9GGY70E0R";1;"2024-07-14";"luxury,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
304;1966;"Ford";"Mustang Gt Hardtop";"White";43950.59;11;15;"Automatic";"V8 4.0L";"FWD";2;85884;"DIBQJL8A0ROI910ZV";1;"2022-01-11";"muscle car,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""ford mustang gt hardtop""}"
305;1972;"Buick";"Riviera Hardtop";"Black";13096.41;19;26;"Manual";"V12 7.2L";"FWD";2;133499;"HN4PWTV3PHZ2MPJUC";1;"2025-01-20";"luxury,coupe";"Tampa";"FL";"{""model_imgs_key"": ""buick riviera hardtop""}"
306;1987;"Mercedes-Benz";"560Sl Roadster";"Brown";25790.72;15;22;"Automatic";"Flat-4 1.3L";"RWD";2;42142;"B6MSMJDZKUS8GVFN1";1;"2023-02-26";"convertible,luxury";"Chicago";"IL";"{""model_imgs_key"": ""mercedes-benz 560sl roadster""}"
307;1922;"Lincoln";"Model 117 Brunn Sedan";"Yellow";42348.24;15;24;"Manual";"Flat-4 2.0L";"AWD";2;113257;"SN0HUFLE9776MPQQ6";1;"2023-04-13";"luxury,sedan";"Seattle";"WA";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
308;1990;"Cadillac";"Fleetwood Coupe";"Beige";7142.96;12;15;"Manual";"V8 5.0L";"RWD";2;122119;"IUUDK1SGWO7M2AYN7";1;"2021-08-06";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""cadillac fleetwood coupe""}"
309;1962;"Dodge";"Polara 500 Hardtop";"Beige";8660.66;15;16;"Manual";"Flat-6 3.6L";"AWD";1;70781;"BAJBG7I16BXLVRH5C";1;"2023-10-29";"coupe,sedan";"Louisville";"KY";"{""model_imgs_key"": ""dodge polara 500 hardtop""}"
310;1952;"Mercedes-Benz";"220 Sedan";"Yellow";20450.4;15;30;"Automatic";"Inline-4 3.0L";"AWD";2;105905;"LLAYMNRFDDU69LY88";1;"2024-05-28";"sedan,luxury";"Chicago";"IL";"{""model_imgs_key"": ""mercedes-benz 220 sedan""}"
311;1957;"Chevrolet";"210 2 Door Sedan";"Beige";24652.38;14;15;"Manual";"V6 3.0L";"FWD";3;129783;"FAORYQJT3W7KAKLPT";1;"2024-01-08";"sedan";"Atlanta";"GA";"{""model_imgs_key"": ""chevrolet 210 2 door sedan""}"
312;1957;"Oldsmobile";"Super 88 Convertible";"Red";24489.3;9;30;"Manual";"Rotary 1.1L";"FWD";3;48153;"2CBQVBHRNC6RFMJ65";1;"2023-07-16";"convertible";"Seattle";"WA";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
313;1984;"Cadillac";"Fleetwood Brougham D Elegance";"Blue";3000.0;21;24;"Manual";"Flat-6 2.0L";"FWD";1;113407;"2I60L18L910G3CSBW";1;"2022-12-03";"luxury,sedan";"Tampa";"FL";"{""model_imgs_key"": ""cadillac fleetwood brougham d elegance""}"
314;1964;"Dodge";"Dart 270 2 Door Hardtop";"Green";29589.19;12;27;"Manual";"V6 2.5L";"AWD";2;25232;"MVO06FT1ZU6GI4A8I";1;"2021-09-11";"sedan,coupe";"Seattle";"WA";"{""model_imgs_key"": ""dodge dart 270 2 door hardtop""}"
315;1950;"Cadillac";"Series 61 Coupe";"Red";21766.96;13;18;"Automatic";"V8 4.6L";"AWD";1;64573;"02GW1G4AGKSJF5X1V";1;"2023-11-23";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""cadillac series 61 coupe""}"
316;1956;"Lincoln";"Premiere 2 Door Hardtop";"Black";49129.93;11;30;"Manual";"Flat-6 3.2L";"AWD";1;100668;"SQAX622Z2ZR1IEGPO";0;"2023-10-10";"luxury,coupe";"Denver";"CO";"{""model_imgs_key"": ""lincoln premiere 2 door hardtop""}"
317;1997;"BMW";"M3 4 Door Sedan";"Gray";6986.74;17;24;"Automatic";"Flat-6 2.2L";"AWD";1;18904;"XGOVEW5NS53V6VZXN";1;"2021-07-25";"sedan,muscle car";"Indianapolis";"IN";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
318;1952;"Mercedes-Benz";"220 Sedan";"Gray";6220.96;14;17;"Manual";"Inline-4 3.0L";"AWD";3;129348;"A7XGA2C6VY6EO3ERA";1;"2021-12-07";"sedan,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""mercedes-benz 220 sedan""}"
319;1978;"Volkswagen";"Type 2 Kombi Bus";"Gray";45214.89;13;24;"Automatic";"V8 5.3L";"AWD";3;119344;"7V29KMKYN63T1ZUN6";1;"2023-01-13";"van";"Seattle";"WA";"{""model_imgs_key"": ""volkswagen type 2 kombi bus""}"
320;1956;"Lincoln";"Premiere 2 Door Hardtop";"White";49654.49;9;24;"Manual";"Flat-6 3.2L";"RWD";3;28507;"UP5RL2LP0MP54F3C6";1;"2024-04-23";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""lincoln premiere 2 door hardtop""}"
321;1984;"Porsche";"928 S Coupe";"Brown";32753.34;9;19;"Automatic";"V8 4.5L";"FWD";2;116933;"AX5LTFBIKV46OWIAS";1;"2022-06-21";"coupe";"New York";"NY";"{""model_imgs_key"": ""porsche 928 s coupe""}"
322;1994;"Nissan";"300Zx";"Beige";19497.21;15;28;"Automatic";"V8 3.5L";"RWD";2;7872;"EWAJ3B4W4X8DVUE9D";1;"2022-06-28";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""nissan 300zx""}"
323;1974;"Chevrolet";"Camaro Type Lt Z28";"Brown";27115.61;15;20;"Automatic";"V8 7.0L";"AWD";1;58078;"N6TE2W5CQ0WC4VWVV";1;"2022-01-09";"muscle car,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""chevrolet camaro type lt z28""}"
324;1978;"Toyota";"Corolla Sedan";"Blue";12847.91;10;28;"Manual";"V8 5.3L";"RWD";1;146523;"ELLKDRJCCFQ24WM97";1;"2024-02-17";"sedan";"Denver";"CO";"{""model_imgs_key"": ""toyota corolla sedan""}"
325;1996;"Ford";"Bronco Eddie Bauer";"Yellow";41736.86;17;20;"Manual";"V6 3.8L";"RWD";3;118410;"E3DWFUPHQ4JOCTTB5";1;"2025-03-26";"SUV / 4x4";"Seattle";"WA";"{""model_imgs_key"": ""ford bronco eddie bauer""}"
326;1994;"Nissan";"300Zx";"Blue";28375.89;13;18;"Manual";"V8 3.5L";"RWD";2;70409;"2JAO0LW0JC2HC2ZYG";1;"2023-07-24";"coupe";"Miami";"FL";"{""model_imgs_key"": ""nissan 300zx""}"
327;1948;"Willys";"Jeepster";"Beige";23393.71;10;17;"Automatic";"Rotary 1.1L";"FWD";3;114379;"2COKQ2187N6X9G5R6";1;"2024-11-20";"SUV / 4x4";"Phoenix";"AZ";"{""model_imgs_key"": ""willys jeepster""}"
328;1956;"Lincoln";"Premiere 2 Door Hardtop";"Red";29486.19;13;28;"Manual";"Flat-6 3.2L";"AWD";3;87129;"OT2OA7U721B37F4P7";1;"2024-02-14";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""lincoln premiere 2 door hardtop""}"
329;1973;"Pontiac";"Firebird Formula";"Blue";42919.52;8;17;"Manual";"V8 4.0L";"RWD";3;140608;"6MRFBPWSZDV6E5ZCY";1;"2021-04-25";"muscle car";"Denver";"CO";"{""model_imgs_key"": ""pontiac firebird formula""}"
330;1997;"BMW";"M3 4 Door Sedan";"Green";41440.77;12;19;"Manual";"Flat-6 2.2L";"FWD";1;134303;"9N3GBBS6A9IPLJCL7";1;"2024-06-25";"sedan,muscle car";"Houston";"TX";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
331;1975;"Mercedes-Benz";"300D Sedan";"Black";36576.79;10;25;"Manual";"Inline-4 1.6L";"RWD";3;69428;"A88QLMF6Q2LR4KZ3C";1;"2023-11-13";"sedan,luxury";"Chicago";"IL";"{""model_imgs_key"": ""mercedes-benz 300d sedan""}"
332;1957;"BMW";"Isetta 300 Cabriolet";"Red";25780.43;12;19;"Manual";"Rotary 1.2L";"RWD";2;20696;"381UNCBN0T38BCE4Y";1;"2023-09-05";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""bmw isetta 300 cabriolet""}"
333;1922;"Lincoln";"Model 117 Brunn Sedan";"Black";17677.36;14;18;"Manual";"Flat-4 2.0L";"FWD";3;22347;"LX0OO8LCRH4UMNCWF";1;"2024-12-15";"luxury,sedan";"Seattle";"WA";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
334;1971;"Dodge";"Challenger R T";"Black";23199.63;9;25;"Manual";"V8 4.2L";"RWD";1;66497;"FWU5NU7KXEY7QNLZF";1;"2022-02-10";"muscle car,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""dodge challenger r t""}"
335;1990;"Toyota";"Supra Coupe";"Red";43663.77;16;24;"Manual";"V8 6.2L";"FWD";2;18437;"NOF8GH353T3AJRSA1";1;"2023-10-20";"coupe";"Seattle";"WA";"{""model_imgs_key"": ""toyota supra coupe""}"
336;1957;"Mercedes-Benz";"180D Sedan";"Red";3836.15;14;16;"Manual";"V6 4.2L";"AWD";1;139662;"AFGOSMZ1NJU4871YA";1;"2022-09-02";"sedan,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""mercedes-benz 180d sedan""}"
337;1957;"Oldsmobile";"Super 88 Convertible";"Beige";30387.52;15;22;"Manual";"Rotary 1.1L";"FWD";2;123875;"9TVI9AX71LT0UVC49";1;"2021-11-30";"convertible";"Nashville";"TN";"{""model_imgs_key"": ""oldsmobile super 88 convertible""}"
338;1978;"Chevrolet";"Monza Station Wagon";"White";13838.8;12;26;"Manual";"V8 4.0L";"RWD";3;41394;"XKJCREZRCIL9YYAMU";1;"2021-05-08";"station wagon";"New Orleans";"LA";"{""model_imgs_key"": ""chevrolet monza station wagon""}"
339;1951;"Chevrolet";"Sedan Delivery";"Beige";27538.5;20;25;"Manual";"Inline-4 2.2L";"FWD";3;132936;"JEO6RD1ZHT9EN3R0T";1;"2022-03-19";"van";"Seattle";"WA";"{""model_imgs_key"": ""chevrolet sedan delivery""}"
340;1972;"Oldsmobile";"Toronado";"White";24139.97;17;23;"Automatic";"V12 5.3L";"FWD";1;33728;"XVNKSZ29R2ZTJ9YLR";1;"2023-06-23";"luxury";"New Orleans";"LA";"{""model_imgs_key"": ""oldsmobile toronado""}"
341;1976;"Lincoln";"Continental Town Coupe";"Beige";29914.46;18;23;"Manual";"V6 4.0L";"AWD";2;112287;"JX81K83SXS92OV5AD";1;"2023-09-05";"luxury,coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln continental town coupe""}"
342;1997;"BMW";"M3 4 Door Sedan";"Red";11329.37;14;19;"Manual";"Flat-6 2.2L";"RWD";2;149223;"0AHPJIXNLL85JHEEO";0;"2022-05-04";"sedan,muscle car";"Phoenix";"AZ";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
343;1948;"Willys";"Jeepster";"Yellow";20387.5;12;16;"Manual";"Rotary 1.1L";"FWD";2;98098;"9Y7L99AN1VB310J3Q";1;"2023-10-06";"SUV / 4x4";"New Orleans";"LA";"{""model_imgs_key"": ""willys jeepster""}"
344;1948;"Cadillac";"Series 62 Coupe";"Brown";23099.62;19;20;"Manual";"V12 5.3L";"FWD";3;82248;"4VBU294W3Q85IIJZ3";1;"2024-02-11";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
345;1990;"Toyota";"Supra Coupe";"Blue";17657.91;10;23;"Manual";"V8 6.2L";"FWD";1;97791;"2ZM0RYGMBOEGKZW2T";1;"2022-04-03";"coupe";"Houston";"TX";"{""model_imgs_key"": ""toyota supra coupe""}"
346;1969;"Jaguar";"Xke Roadster";"Red";7484.78;8;28;"Automatic";"V12 5.0L";"AWD";1;133244;"VL1GOLAAHAOKSU95X";1;"2021-12-07";"convertible,luxury";"New Orleans";"LA";"{""model_imgs_key"": ""jaguar xke roadster""}"
347;1968;"Chevrolet";"Corvair Monza Coupe";"Black";25827.88;16;21;"Automatic";"V8 5.5L";"AWD";2;50987;"29FV4GGK626DIK15L";1;"2024-09-28";"coupe";"Houston";"TX";"{""model_imgs_key"": ""chevrolet corvair monza coupe""}"
348;1940;"Dodge";"Series Vc G502 Power Wagon Pickup";"White";55021.89;13;15;"Manual";"V6 2.5L";"AWD";2;56817;"8DJP7DFBNA5S7GY3Z";1;"2021-07-04";"pickup,SUV / 4x4";"Miami";"FL";"{""model_imgs_key"": ""dodge series vc g502 power wagon pickup""}"
349;1968;"Chevrolet";"Malibu Chevelle Hardtop";"Brown";59139.94;22;27;"Automatic";"V8 6.2L";"AWD";2;20355;"8UZKBCO9Q1J4S1CG3";1;"2024-08-24";"muscle car,coupe";"Dallas";"TX";"{""model_imgs_key"": ""chevrolet malibu chevelle hardtop""}"
350;1984;"Porsche";"928 S Coupe";"Yellow";36144.46;15;18;"Manual";"V8 4.5L";"FWD";1;132086;"1KMGTBWAIFIC4XV7Y";1;"2023-08-22";"coupe";"Houston";"TX";"{""model_imgs_key"": ""porsche 928 s coupe""}"
351;1932;"Oldsmobile";"L32 4 Door Sedan";"Red";25964.58;20;27;"Automatic";"V8 4.6L";"FWD";3;126382;"DKRA90RZ6M8TBK2RG";1;"2024-03-20";"sedan";"Houston";"TX";"{""model_imgs_key"": ""oldsmobile l32 4 door sedan""}"
352;1966;"Buick";"Skylark Gs Hardtop";"Red";6618.76;10;26;"Automatic";"V8 6.6L";"RWD";1;52225;"YLPII8SQ717B0EKY5";1;"2022-08-15";"muscle car,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
353;1986;"Ford";"F150 Xlt Lariat Pickup";"Gray";30238.34;11;16;"Automatic";"Rotary 1.3L";"AWD";2;54051;"6Y0N6BGPQR5L6JCAM";1;"2023-10-08";"pickup";"Dallas";"TX";"{""model_imgs_key"": ""ford f150 xlt lariat pickup""}"
354;1967;"Volkswagen";"Beetle";"Red";30149.55;17;24;"Manual";"Flat-4 1.6L";"RWD";1;121212;"SX8QQTU93KOY4P3S2";1;"2023-03-09";"coupe,sedan";"Miami";"FL";"{""model_imgs_key"": ""volkswagen beetle""}"
355;1964;"Volkswagen";"Karmann Ghia Coupe";"Blue";36118.15;13;22;"Manual";"Inline-6 3.5L";"AWD";1;57499;"40VPAY7NTON6I153K";1;"2024-12-21";"coupe";"Los Angeles";"CA";"{""model_imgs_key"": ""volkswagen karmann ghia coupe""}"
356;1976;"Lincoln";"Continental Town Coupe";"Brown";43525.4;9;21;"Automatic";"V6 4.0L";"FWD";3;56459;"UO3K8TC00Y77C030I";1;"2025-02-19";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""lincoln continental town coupe""}"
357;1969;"Jaguar";"Xke 2 2 Coupe";"Blue";17650.44;13;18;"Automatic";"Inline-6 3.5L";"FWD";1;96666;"SS86TI5FV82VUHHZK";1;"2023-06-29";"luxury,coupe";"Chicago";"IL";"{""model_imgs_key"": ""jaguar xke 2 2 coupe""}"
358;1990;"Cadillac";"Fleetwood Coupe";"White";25264.67;17;28;"Manual";"V8 5.0L";"RWD";2;26615;"9P73AEBKMUBT281KD";1;"2022-03-30";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""cadillac fleetwood coupe""}"
359;1974;"Porsche";"914";"Gray";32983.49;14;18;"Manual";"V8 5.5L";"AWD";3;78258;"CKIRAXFK4994ZH036";1;"2022-09-29";"coupe";"Atlanta";"GA";"{""model_imgs_key"": ""porsche 914""}"
360;1975;"Buick";"Electra 225 Limited 2 Door Hardtop";"Brown";8284.89;20;21;"Automatic";"Flat-6 2.2L";"RWD";2;86478;"XI6ZP4R861SEJEEIY";1;"2022-05-19";"luxury,coupe";"Houston";"TX";"{""model_imgs_key"": ""buick electra 225 limited 2 door hardtop""}"
361;1974;"Chevrolet";"Camaro Type Lt Z28";"Blue";33243.24;14;15;"Manual";"V8 7.0L";"FWD";1;85352;"EJG90DF7JL9YNS35N";1;"2022-07-17";"muscle car,coupe";"San Diego";"CA";"{""model_imgs_key"": ""chevrolet camaro type lt z28""}"
362;1938;"Lincoln";"Zephyr Coupe";"Blue";49646.73;14;15;"Manual";"Flat-4 1.3L";"FWD";1;73819;"QKT18WEO2XRIHQIBR";1;"2022-05-10";"luxury,coupe";"Miami";"FL";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
363;1967;"Pontiac";"Firebird Convertible";"Yellow";46794.32;15;20;"Manual";"Inline-6 2.8L";"AWD";1;33143;"9CPOD40UXPOT1C3PD";1;"2021-09-25";"convertible,muscle car";"Seattle";"WA";"{""model_imgs_key"": ""pontiac firebird convertible""}"
364;1952;"Mercedes-Benz";"220 Sedan";"Blue";3000.0;15;23;"Automatic";"Inline-4 3.0L";"RWD";2;137728;"XO1LJA3CLDDL91063";1;"2022-06-02";"sedan,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""mercedes-benz 220 sedan""}"
365;1938;"Lincoln";"Zephyr Coupe";"Brown";37933.6;14;28;"Automatic";"Flat-4 1.3L";"RWD";1;51772;"9FXQHNGYO52CTCM6U";1;"2024-01-04";"luxury,coupe";"Birmingham";"AL";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
366;2004;"Dodge";"Ram Srt 10 Pickup";"Brown";18755.46;13;22;"Automatic";"Inline-6 3.5L";"AWD";3;54576;"2CVJX23DOHFKG558Q";1;"2023-06-05";"pickup";"Miami";"FL";"{""model_imgs_key"": ""dodge ram srt 10 pickup""}"
367;1971;"Dodge";"Challenger R T";"Green";26156.23;19;23;"Automatic";"V8 4.2L";"AWD";2;110878;"4D3FUAEBM9EZGAGE7";1;"2024-08-24";"muscle car,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""dodge challenger r t""}"
368;1972;"Oldsmobile";"Toronado";"Blue";34282.47;8;12;"Manual";"V12 5.3L";"FWD";1;63804;"9JU1497PIJLGGCZFP";1;"2022-08-23";"luxury";"Seattle";"WA";"{""model_imgs_key"": ""oldsmobile toronado""}"
369;1948;"Cadillac";"Series 62 Coupe";"Red";42154.98;9;29;"Manual";"V12 5.3L";"RWD";3;43146;"APWV3FZ74K21SJ41K";1;"2023-05-01";"luxury,coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
370;1967;"Pontiac";"Firebird Convertible";"Brown";47901.9;16;20;"Automatic";"Inline-6 2.8L";"AWD";3;117999;"5F39SP0BSV3MDLYIO";1;"2024-01-01";"convertible,muscle car";"New Orleans";"LA";"{""model_imgs_key"": ""pontiac firebird convertible""}"
371;1922;"Lincoln";"Model 117 Brunn Sedan";"Yellow";28740.46;15;20;"Automatic";"Flat-4 2.0L";"FWD";1;22840;"D05IS3P1BE0YRFB16";1;"2021-11-30";"luxury,sedan";"Los Angeles";"CA";"{""model_imgs_key"": ""lincoln model 117 brunn sedan""}"
372;1964;"Dodge";"Dart 270 2 Door Hardtop";"Red";28447.91;14;17;"Manual";"V6 2.5L";"RWD";3;29491;"NOTRU5RJSI1HJZMH0";1;"2021-12-23";"sedan,coupe";"Miami";"FL";"{""model_imgs_key"": ""dodge dart 270 2 door hardtop""}"
373;1974;"Porsche";"914";"Green";51552.09;16;17;"Automatic";"V8 5.5L";"FWD";2;60424;"RNLNYIWDWZYDE1CDU";1;"2024-10-15";"coupe";"Portland";"OR";"{""model_imgs_key"": ""porsche 914""}"
374;1972;"Oldsmobile";"Toronado";"Black";32013.01;13;25;"Automatic";"V12 5.3L";"RWD";2;124567;"F8QI69BB4P888WVUV";1;"2022-09-27";"luxury";"Seattle";"WA";"{""model_imgs_key"": ""oldsmobile toronado""}"
375;1968;"Pontiac";"Executive Hardtop";"Yellow";37477.11;9;25;"Automatic";"V8 5.3L";"FWD";3;124004;"WM86VCA2YI9U575ZW";1;"2023-02-15";"coupe,luxury";"Chicago";"IL";"{""model_imgs_key"": ""pontiac executive hardtop""}"
376;1966;"Buick";"Skylark Gs Hardtop";"Brown";26074.72;17;30;"Manual";"V8 6.6L";"RWD";2;57482;"ICNT0ZYZARIYMVHKR";1;"2021-11-16";"muscle car,coupe";"Denver";"CO";"{""model_imgs_key"": ""buick skylark gs hardtop""}"
377;1972;"Buick";"Riviera Hardtop";"Beige";24242.22;9;28;"Automatic";"V12 7.2L";"AWD";2;27060;"GO1QAEESZGSSAO3GU";1;"2021-12-22";"luxury,coupe";"Seattle";"WA";"{""model_imgs_key"": ""buick riviera hardtop""}"
378;1979;"Dodge";"D150 Lil Red Express Pickup";"Black";37136.5;20;21;"Manual";"Flat-4 2.0L";"AWD";2;87112;"PVKD7F7SMIKMWYVSI";1;"2025-03-30";"pickup";"Phoenix";"AZ";"{""model_imgs_key"": ""dodge d150 lil red express pickup""}"
379;1948;"Pontiac";"Streamliner 8 Silver Streak Woody Wagon";"Gray";59506.64;14;15;"Manual";"Inline-4 2.2L";"RWD";1;128246;"NEG67E4PTKA7TPS6L";1;"2022-12-05";"station wagon";"Houston";"TX";"{""model_imgs_key"": ""pontiac streamliner 8 silver streak woody wagon""}"
380;1987;"Mercedes-Benz";"560Sl Roadster";"Red";26291.49;17;20;"Manual";"Flat-4 1.3L";"AWD";3;133283;"95NC8H5VWBISDVGB4";0;"2022-06-11";"convertible,luxury";"Phoenix";"AZ";"{""model_imgs_key"": ""mercedes-benz 560sl roadster""}"
381;1951;"Chevrolet";"Sedan Delivery";"Red";24825.67;8;16;"Manual";"Inline-4 2.2L";"AWD";1;31396;"ODPN9845OLPMYE4AT";1;"2021-07-11";"van";"Atlanta";"GA";"{""model_imgs_key"": ""chevrolet sedan delivery""}"
382;1990;"Cadillac";"Fleetwood Coupe";"Yellow";17597.16;14;23;"Automatic";"V8 5.0L";"FWD";2;141647;"767FUDJ765YKMH3F1";1;"2021-04-13";"luxury,coupe";"Denver";"CO";"{""model_imgs_key"": ""cadillac fleetwood coupe""}"
383;1948;"Cadillac";"Series 62 Coupe";"Brown";34019.25;14;16;"Manual";"V12 5.3L";"RWD";3;90369;"I23K4WKJU9HU7N3LA";1;"2023-07-17";"luxury,coupe";"New Orleans";"LA";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
384;1967;"Oldsmobile";"442 Convertible";"Beige";54009.23;16;18;"Manual";"V8 7.0L";"FWD";3;100091;"X55WEBFS3R5YJSMZH";1;"2022-09-28";"convertible,muscle car";"Houston";"TX";"{""model_imgs_key"": ""oldsmobile 442 convertible""}"
385;1992;"Mazda";"Miata Mx 5";"White";24775.16;15;18;"Automatic";"Flat-4 1.6L";"AWD";2;124465;"LUTIH1LJVMLNC5NSK";1;"2023-11-20";"convertible";"Phoenix";"AZ";"{""model_imgs_key"": ""mazda miata mx 5""}"
386;1960;"Lincoln";"Mark V Convertible";"White";26458.74;9;18;"Automatic";"V8 4.2L";"RWD";2;125381;"IZR27SNGQW09CZU96";1;"2021-08-23";"convertible,luxury";"Atlanta";"GA";"{""model_imgs_key"": ""lincoln mark v convertible""}"
387;1997;"BMW";"M3 4 Door Sedan";"Brown";37002.99;17;19;"Manual";"Flat-6 2.2L";"AWD";2;45811;"J1BUSY9DOSHVU0BFM";1;"2021-04-26";"sedan,muscle car";"Atlanta";"GA";"{""model_imgs_key"": ""bmw m3 4 door sedan""}"
388;1967;"Oldsmobile";"442 Convertible";"Black";3000.0;10;21;"Manual";"V8 7.0L";"FWD";3;37329;"3WRF6N3XMWRYQ2TV3";1;"2025-02-16";"convertible,muscle car";"Miami";"FL";"{""model_imgs_key"": ""oldsmobile 442 convertible""}"
389;1972;"Buick";"Centurion Convertible";"Gray";11572.12;9;26;"Automatic";"V12 5.3L";"FWD";3;35992;"IPL899P0LOFWK49OY";1;"2022-12-27";"convertible,luxury";"Nashville";"TN";"{""model_imgs_key"": ""buick centurion convertible""}"
390;1984;"Dodge";"Rampage";"White";46930.23;12;30;"Automatic";"Inline-4 2.2L";"RWD";1;88551;"3L9DCZEI3QF2G3RDC";1;"2024-04-21";"pickup";"Los Angeles";"CA";"{""model_imgs_key"": ""dodge rampage""}"
391;1972;"Buick";"Centurion Convertible";"White";16837.64;22;28;"Automatic";"V12 5.3L";"RWD";1;88753;"KZQYKJV2ALYQBDAU3";1;"2023-05-04";"convertible,luxury";"Chicago";"IL";"{""model_imgs_key"": ""buick centurion convertible""}"
392;1950;"Dodge";"Pickup";"Yellow";23335.74;14;23;"Manual";"V8 3.5L";"RWD";1;63034;"CB1WRP0E0SWRKLZ69";1;"2023-12-19";"pickup";"Seattle";"WA";"{""model_imgs_key"": ""dodge pickup""}"
393;1969;"Dodge";"Charger Hardtop";"Blue";31280.96;12;27;"Automatic";"V8 7.5L";"RWD";3;96971;"20VMQ73EW3DJJQCU2";1;"2024-05-18";"muscle car,coupe";"Atlanta";"GA";"{""model_imgs_key"": ""dodge charger hardtop""}"
394;1938;"Lincoln";"Zephyr Coupe";"White";3000.0;16;18;"Manual";"Flat-4 1.3L";"FWD";2;13845;"5CXFYGVN8XL0DKQQK";1;"2025-03-08";"luxury,coupe";"New Orleans";"LA";"{""model_imgs_key"": ""lincoln zephyr coupe""}"
395;1974;"Porsche";"914";"White";36113.97;17;18;"Manual";"V8 5.5L";"AWD";2;107834;"4I7XLY3MDG4S09TTG";1;"2021-07-11";"coupe";"Phoenix";"AZ";"{""model_imgs_key"": ""porsche 914""}"
396;1987;"Mercedes-Benz";"560Sl Roadster";"Green";31836.58;21;25;"Manual";"Flat-4 1.3L";"FWD";3;68989;"IPVJC8FWPH179DFV7";1;"2022-03-18";"convertible,luxury";"Los Angeles";"CA";"{""model_imgs_key"": ""mercedes-benz 560sl roadster""}"
397;1980;"Porsche";"924 Turbo";"Gray";60091.55;17;21;"Manual";"V8 3.5L";"RWD";3;62341;"Z944CCG1XKUR1VFNK";1;"2024-05-18";"coupe";"Richmond";"VA";"{""model_imgs_key"": ""porsche 924 turbo""}"
398;1972;"Oldsmobile";"Toronado";"Gray";41986.73;15;17;"Manual";"V12 5.3L";"FWD";3;53034;"E968B68M7VX008LHG";1;"2024-10-28";"luxury";"Miami";"FL";"{""model_imgs_key"": ""oldsmobile toronado""}"
399;1948;"Cadillac";"Series 62 Coupe";"Blue";27845.57;21;23;"Automatic";"V12 5.3L";"AWD";1;81155;"Y1D8PGELHVN08NXYC";1;"2024-10-09";"luxury,coupe";"Denver";"CO";"{""model_imgs_key"": ""cadillac series 62 coupe""}"
