year,make,model,color,price,mpg_city,mpg_hwy,transmission,engine,drive_type,prev_owners,mileage,vin,status,date_created,city,state,style
1983,Jeep,Cj7,Beige,53793.25,17,30,Manual,Inline-4 1.6L,RWD,3,119207,CSZ4LFONIHCY08K9M,1,2021-05-13,Atlanta,GA,SUV / 4x4
1975,Oldsmobile,Delta 88 Royale Convertible,Black,50689.9,16,21,Automatic,V12 7.2L,RWD,3,89072,OAW2H8QVQ8UTC0P7B,1,2024-09-03,San Diego,CA,convertible
1928,Buick,116 Sport Coupe,Black,19200.41,17,18,Manual,Flat-4 2.0L,AWD,1,128498,KSV1G42VZKFPD0LVM,1,2023-10-01,Los Angeles,CA,coupe
1978,Volkswagen,Type 2 Kombi Bus,Brown,24879.08,17,28,Automatic,V8 5.3L,AWD,2,119741,ZKXMF40Y0V14Y1E3B,1,2022-09-18,Chicago,IL,van
1953,Buick,Super 50 Series Riviera 4 Door Sedan,Green,16105.98,13,23,Manual,V8 5.7L,RWD,1,147343,NCXAA6L843EHOCFAO,1,2022-10-19,Chicago,IL,"luxury,sedan"
1932,Oldsmobile,L32 4 Door Sedan,Blue,49091.51,15,21,Automatic,V8 4.6L,FWD,1,50164,MHZN216ARL3BZF38T,1,2021-11-11,Phoenix,AZ,sedan
1953,Buick,Super 50 Series Riviera 4 Door Sedan,Green,31723.12,20,21,Automatic,V8 5.7L,RWD,1,24859,92482J0RJYNHMTG6B,1,2024-09-24,Denver,CO,"luxury,sedan"
1975,Volkswagen,Camper,Red,30318.42,19,26,Manual,Flat-4 1.2L,AWD,1,15878,MUAXQ696RDKM7UCZG,1,2022-10-03,Los Angeles,CA,van
1978,Chevrolet,Monza Station Wagon,Yellow,42310.07,16,27,Manual,V8 4.0L,RWD,2,134923,H5UFANLE0SL447WX2,1,2021-08-04,Seattle,WA,station wagon
1970,Pontiac,Gto Hardtop,Green,22280.82,19,22,Automatic,Flat-4 1.3L,AWD,1,36067,PD579I471GC524U47,1,2024-12-31,Miami,FL,muscle car
1957,Chevrolet,210 2 Door Sedan,Brown,17128.99,17,24,Manual,V6 3.0L,AWD,2,123361,JBYQYLJEGL3QILSOJ,1,2025-03-26,Los Angeles,CA,sedan
1964,Dodge,Dart 270 2 Door Hardtop,Gray,21684.93,13,21,Automatic,V6 2.5L,FWD,3,62815,XLRL81OOQU39KFQJQ,1,2025-02-23,Denver,CO,"sedan,coupe"
1960,Mercedes-Benz,Benz 190Sl Roadster,Yellow,34255.23,9,23,Automatic,V6 4.2L,AWD,2,93073,9X9I5L4B0QQODPO29,1,2022-10-01,Miami,FL,"convertible,luxury"
1948,Pontiac,Streamliner 8 Silver Streak Woody Wagon,White,32099.56,13,13,Automatic,Inline-4 2.2L,AWD,1,128421,K9VEUYEM2RHF6Q8NK,1,2021-04-04,Louisville,KY,station wagon
1969,Jaguar,Xke 2 2 Coupe,Beige,27432.75,20,24,Manual,Inline-6 3.5L,FWD,2,33375,B51LJ09UY60CXDLSN,1,2021-06-21,Seattle,WA,"luxury,coupe"
1969,Volkswagen,Porsche 959 Tribute Roadster,Red,40780.85,17,24,Automatic,V8 6.0L,RWD,3,72960,7L36FAI7ZJXCE57LD,1,2022-04-23,Miami,FL,convertible
1956,Lincoln,Premiere 2 Door Hardtop,Red,25717.58,17,19,Automatic,Flat-6 3.2L,RWD,2,62782,PHLRE3R8DYTS9GOVR,1,2025-01-22,Chicago,IL,"luxury,coupe"
1948,Pontiac,Streamliner 8 Silver Streak Woody Wagon,Beige,22232.38,9,25,Manual,Inline-4 2.2L,FWD,1,133869,HPSVV3KBHLHUGBP8Y,1,2021-04-05,Birmingham,AL,station wagon
1978,Chevrolet,Monza Station Wagon,Beige,19468.4,17,19,Automatic,V8 4.0L,FWD,3,44856,5DP872ASMA3UPRRE6,1,2021-07-26,Phoenix,AZ,station wagon
1978,Volkswagen,Type 2 Kombi Bus,Yellow,35404.08,11,28,Manual,V8 5.3L,AWD,2,135381,PRAHDQ6DIF02THY2D,1,2023-10-13,Chicago,IL,van
1950,Dodge,Pickup,Brown,33204.31,19,30,Automatic,V8 3.5L,AWD,1,29698,AUYZ3WU71ZJ1WLHOH,1,2024-07-07,Miami,FL,pickup
1969,Jaguar,Xke 2 2 Coupe,White,24410.69,12,19,Automatic,Inline-6 3.5L,AWD,3,8229,5HTATBQZXQKXMRNGS,1,2025-03-10,San Diego,CA,"luxury,coupe"
1967,Volkswagen,Beetle,Brown,16761.97,14,21,Manual,Flat-4 1.6L,RWD,2,98366,69V0ROXRUULT2XOSN,1,2025-04-01,Miami,FL,"coupe,sedan"
1948,Cadillac,Series 62 Coupe,Red,22157.97,9,15,Manual,V12 5.3L,AWD,3,41638,VNOZZC65UK50F7ZU7,1,2022-09-24,Los Angeles,CA,"luxury,coupe"
1968,Chevrolet,Malibu Chevelle Hardtop,White,3000,10,29,Automatic,V8 6.2L,AWD,1,95759,FREYV6R4RHNG7QHZW,1,2021-06-03,Houston,TX,"muscle car,coupe"
1955,Pontiac,Star Chief Convertible,Green,3000,21,25,Manual,V8 4.5L,AWD,2,58897,4Y9XXGSSM75TB3CWF,1,2022-11-01,Houston,TX,convertible
1970,Cadillac,Coupe Deville,Blue,43387,19,28,Automatic,Inline-6 3.5L,RWD,1,30793,I1KW1VCUEKFAQ9795,1,2024-03-02,New Orleans,LA,"luxury,coupe"
1970,Mercedes-Benz,Benz 280Se Sedan,Beige,11032.32,12,14,Manual,V6 4.0L,AWD,3,75117,TIT2OFI6CN72TIDA1,1,2023-05-03,Phoenix,AZ,"sedan,luxury"
1990,Toyota,Supra Coupe,Green,41971.5,14,20,Automatic,V8 6.2L,AWD,3,117579,NO6TS813D1Y7L3GVE,1,2021-10-26,Chicago,IL,coupe
1978,Toyota,Corolla Sedan,Brown,55538.97,11,24,Automatic,V8 5.3L,FWD,2,88305,H3QA6RH1K88HKQGHJ,1,2021-07-31,New Orleans,LA,sedan
1966,Buick,Skylark Gs Hardtop,Blue,25527.52,11,30,Manual,V8 6.6L,FWD,2,103400,QSOFSU8YFJBNQ0H38,1,2024-01-12,Denver,CO,"muscle car,coupe"
1972,Buick,Centurion Convertible,Beige,34780.05,9,24,Automatic,V12 5.3L,RWD,2,141931,S2A39ILC1VFTOF3E2,1,2021-07-18,Los Angeles,CA,"convertible,luxury"
1978,Chevrolet,Monza Station Wagon,White,29496.57,21,27,Manual,V8 4.0L,FWD,2,5808,N68CJ81HHIJ5U3ZY9,1,2021-06-14,Atlanta,GA,station wagon
1972,Ford,Mustang Mach 1,Gray,38500.89,19,23,Automatic,Flat-6 3.6L,AWD,2,104117,2J159GZXO4RB85BPA,1,2024-12-18,Portland,OR,"muscle car,coupe"
1978,Chevrolet,Monza Station Wagon,Green,37513.08,11,16,Manual,V8 4.0L,RWD,2,18199,5UFMJ2Z7OHAE67GZY,1,2023-08-27,New Orleans,LA,station wagon
1981,Nissan,280Zx,Black,42957.59,12,21,Automatic,V8 4.5L,AWD,2,143966,4LFX85FLJ7SWOJIN5,1,2022-08-13,Houston,TX,coupe
1994,Nissan,300Zx,Yellow,27814.1,10,30,Automatic,V8 3.5L,RWD,1,43029,UWUA1Y1EYJLG2A3K0,1,2023-12-09,Los Angeles,CA,coupe
1960,Lincoln,Mark V Convertible,Green,10596.97,18,19,Automatic,V8 4.2L,FWD,1,98226,SDOU6OFOQ3VELH9L9,0,2024-12-27,Atlanta,GA,"convertible,luxury"
1981,Nissan,280Zx,Gray,35401.56,14,14,Manual,V8 4.5L,AWD,3,103730,KA9XRC845XMDESA7J,1,2022-03-02,Houston,TX,coupe
1962,Dodge,Polara 500 Hardtop,Beige,31113.04,20,25,Manual,Flat-6 3.6L,FWD,2,85780,QDKMQTRPOLREIHBCB,1,2023-06-05,Los Angeles,CA,"coupe,sedan"
1950,Cadillac,Series 61 Coupe,Black,18310.74,17,26,Automatic,V8 4.6L,AWD,2,82882,CRUSKIP8BUS2T5N4Q,1,2022-06-20,Seattle,WA,"luxury,coupe"
1966,Buick,Skylark Gs Hardtop,Green,3000,12,16,Manual,V8 6.6L,FWD,2,104199,35BAK2OWALOLGUKRY,1,2022-09-01,Chicago,IL,"muscle car,coupe"
1951,Dodge,Power Wagon,White,28673.18,13,14,Manual,V8 6.0L,FWD,3,37672,G6BZK9V1UQIVSM6WO,1,2024-12-17,Miami,FL,"SUV / 4x4,pickup"
1967,Pontiac,Firebird Convertible,Gray,7218.34,13,20,Automatic,Inline-6 2.8L,FWD,2,7614,2469EK2C2CKAHGSWG,1,2023-09-15,Miami,FL,"convertible,muscle car"
1978,Chevrolet,Monza Station Wagon,Blue,63658.5,11,16,Automatic,V8 4.0L,RWD,1,29441,MCX4GU8H7QVF1RCOS,1,2021-05-16,Seattle,WA,station wagon
1950,Dodge,Pickup,White,55185.2,19,25,Manual,V8 3.5L,RWD,2,56608,HW66KPNYW1V3BFK5B,1,2021-07-23,Phoenix,AZ,pickup
1970,Pontiac,Gto Hardtop,Black,36605.63,15,24,Automatic,Flat-4 1.3L,AWD,3,117020,0UEKBBNDJTR8EDRGW,1,2023-08-24,Seattle,WA,muscle car
1928,Buick,116 Sport Coupe,White,9105.58,9,23,Manual,Flat-4 2.0L,AWD,2,84685,DO8FPQ4HG50MIHHMD,1,2024-08-25,Houston,TX,coupe
2003,Toyota,Tacoma Trd 4X4 Xtracab,Green,54086.1,9,13,Manual,V8 5.7L,RWD,2,25317,6E2T80QD7V90RXTFT,1,2023-12-10,Seattle,WA,"SUV / 4x4,pickup"
1978,Chevrolet,Monza Station Wagon,Blue,35513.69,9,29,Manual,V8 4.0L,RWD,3,105588,D8NU0P5K35QAGZ3K5,1,2022-08-17,Dallas,TX,station wagon
1938,Lincoln,Zephyr Coupe,White,42023.42,8,28,Automatic,Flat-4 1.3L,AWD,1,149950,K59HHC3ZMRXP03NW1,1,2021-09-16,Phoenix,AZ,"luxury,coupe"
1997,BMW,M3 4 Door Sedan,Green,18615.99,16,18,Automatic,Flat-6 2.2L,FWD,2,145114,HN73RZTMNCRQRE8D4,1,2024-05-03,Houston,TX,"sedan,muscle car"
1978,Toyota,Corolla Sedan,Blue,47286.09,12,28,Manual,V8 5.3L,FWD,3,99753,C60TJ4XJY07VDGV9K,1,2024-04-14,New Orleans,LA,sedan
1970,Pontiac,Gto Hardtop,Blue,29865.99,16,30,Automatic,Flat-4 1.3L,RWD,3,140437,OTB45B1TJXKPI4S92,1,2023-06-04,Louisville,KY,muscle car
1968,Chevrolet,Corvair Monza Coupe,Blue,11575.41,20,20,Automatic,V8 5.5L,FWD,2,105036,47HPQ8R2P3ZKXRZ41,1,2021-05-22,Phoenix,AZ,coupe
1982,Pontiac,Firebird Trans Am Tribute,Beige,39172.21,16,18,Manual,Inline-4 1.6L,AWD,3,39106,JXZ6LRXVDOT1LBZAB,1,2021-11-09,Denver,CO,muscle car
1964,Volkswagen,Karmann Ghia Coupe,Gray,51529.29,19,23,Automatic,Inline-6 3.5L,FWD,3,110227,GESMVFTEBQN8A43GX,1,2024-02-01,Houston,TX,coupe
1948,Cadillac,Series 62 Coupe,Blue,19453.56,9,15,Manual,V12 5.3L,AWD,2,140013,HYCAIJ0S7VE077QM6,1,2023-05-17,Indianapolis,IN,"luxury,coupe"
1951,Dodge,Power Wagon,Yellow,39299.67,20,24,Manual,V8 6.0L,AWD,1,138955,4LJ5UBTJ8OTE8A5GW,1,2021-12-16,Chicago,IL,"SUV / 4x4,pickup"
1960,Mercedes-Benz,Benz 190Sl Roadster,Green,30859.41,12,30,Automatic,V6 4.2L,FWD,3,29529,UM2B5H6BTBI3FXRYA,1,2023-12-25,Miami,FL,"convertible,luxury"
1983,Jeep,Cj7,Gray,24819.44,10,26,Automatic,Inline-4 1.6L,FWD,1,20249,KKLUGMJ6YK9R9Z9ZW,1,2024-02-21,Houston,TX,SUV / 4x4
1969,Volkswagen,Porsche 959 Tribute Roadster,Yellow,25640.68,20,26,Automatic,V8 6.0L,RWD,2,69073,FTT3P35EYFQYRMXH6,1,2023-06-01,Phoenix,AZ,convertible
1992,Mazda,Miata Mx 5,Brown,11825.31,18,19,Automatic,Flat-4 1.6L,FWD,2,54461,KOQD2TO9OHW55J6BH,1,2022-07-05,Miami,FL,convertible
1976,Lincoln,Continental Town Coupe,Black,13983.09,16,23,Automatic,V6 4.0L,AWD,1,130647,WB4VFIQQA8N84MY85,1,2023-12-30,Seattle,WA,"luxury,coupe"
1960,Buick,Electra 2 Door Hardtop,Brown,28741.97,22,23,Manual,V8 4.5L,FWD,1,77272,2UPFNBDJMILK4TWJW,1,2021-06-23,Miami,FL,"luxury,coupe"
1974,Chevrolet,Camaro Type Lt Z28,Gray,39213.42,12,19,Manual,V8 7.0L,AWD,2,113137,9Q2FIIPT0H52FVO4D,1,2021-09-06,Houston,TX,"muscle car,coupe"
1940,Dodge,Vc Series 1 2 Ton Panel Truck,White,23436.18,15,28,Manual,Inline-4 2.5L,RWD,3,83746,4FQ0N5GS9MVT8PZY2,1,2021-06-14,Houston,TX,truck
1928,Buick,116 Sport Coupe,Gray,36973.6,14,29,Automatic,Flat-4 2.0L,RWD,3,32424,IPJQLW2BICN4V2837,1,2023-08-31,Los Angeles,CA,coupe
1959,Pontiac,Catalina Hardtop,Gray,13464.04,11,17,Automatic,Rotary 1.2L,AWD,1,133396,XWCWM8UHAPCAX6DTC,1,2022-09-15,Atlanta,GA,"coupe,luxury"
1976,Lincoln,Continental Town Coupe,Blue,25132.61,17,19,Automatic,V6 4.0L,FWD,1,40902,IOXKS8MMEOBZRCTQI,1,2022-05-31,Chicago,IL,"luxury,coupe"
1973,Pontiac,Firebird Formula,Black,15655.84,8,15,Manual,V8 4.0L,AWD,3,52467,7DQQ09CFRUE34Z1C4,1,2022-11-08,Houston,TX,muscle car
1996,Toyota,Classic Sedan,Green,41378.43,11,26,Manual,Inline-4 1.9L,RWD,1,59709,Z350FXYZQ1UCI8G3X,1,2024-12-18,Miami,FL,sedan
1973,Pontiac,Firebird Formula,Black,19729.53,13,29,Automatic,V8 4.0L,AWD,2,82222,NM9BEG37KCUTAFHLR,1,2021-10-06,Denver,CO,muscle car
1975,Volkswagen,Camper,Black,39448.98,20,27,Manual,Flat-4 1.2L,AWD,1,119137,CFZXIX7OS60ORARMT,1,2022-06-19,San Diego,CA,van
1963,Jeep,Willys Station Wagon,White,23131.56,11,14,Manual,Flat-4 1.6L,FWD,3,41285,K97R6CJDGALA9CJQM,1,2023-01-14,New Orleans,LA,station wagon
1948,Willys,Jeepster,Red,3000,11,14,Manual,Rotary 1.1L,FWD,3,143861,OUJ0OXWFXXCHQ8WW7,1,2021-06-03,Denver,CO,SUV / 4x4
1960,Mercedes-Benz,Benz 190Sl Roadster,Beige,34072.15,12,28,Manual,V6 4.2L,FWD,1,45291,6NDGCP0C7K0FYZ3GI,1,2022-06-28,Seattle,WA,"convertible,luxury"
1969,Volkswagen,Porsche 959 Tribute Roadster,Gray,28355.02,16,22,Manual,V8 6.0L,RWD,3,33682,YL8CVJQO76Q7BOXUK,1,2023-03-04,Los Angeles,CA,convertible
1948,Cadillac,Series 62 Coupe,Gray,37385.91,10,29,Manual,V12 5.3L,FWD,1,47639,A6OD436GRMP7JGHC6,1,2022-08-18,Miami,FL,"luxury,coupe"
1975,Oldsmobile,Delta 88 Royale Convertible,White,3000,13,14,Automatic,V12 7.2L,FWD,3,49367,763IJ21W4JEUEWB70,1,2022-03-28,Phoenix,AZ,convertible
1948,Cadillac,Series 62 Coupe,Yellow,38023.64,11,26,Manual,V12 5.3L,RWD,3,50983,CSUGO53QXUB5EVCXQ,1,2024-06-19,Houston,TX,"luxury,coupe"
1951,Dodge,Power Wagon,Yellow,42596.05,15,17,Manual,V8 6.0L,RWD,2,54923,FZ00QYCBDZ4EYPIWW,1,2023-03-15,Bozeman,MT,"SUV / 4x4,pickup"
1973,Pontiac,Firebird Formula,Brown,12207.72,20,21,Manual,V8 4.0L,RWD,2,123346,5KS4OD6DJ2XG2B6KW,1,2024-12-14,New Orleans,LA,muscle car
1948,Cadillac,Series 62 Coupe,Yellow,3619.12,12,17,Automatic,V12 5.3L,AWD,1,44188,A2V5DK4R7YXEZ9A5X,1,2022-02-01,Houston,TX,"luxury,coupe"
1950,Cadillac,Series 61 Coupe,Gray,23837.16,15,23,Manual,V8 4.6L,FWD,1,53063,6QHGM07BKT9QAUE66,1,2024-01-24,Miami,FL,"luxury,coupe"
1960,Mercedes-Benz,Benz 190Sl Roadster,Blue,39889.13,15,22,Manual,V6 4.2L,FWD,1,55354,8XCF8NN4U4B27M8T1,1,2024-03-30,San Diego,CA,"convertible,luxury"
1969,Volkswagen,Porsche 959 Tribute Roadster,Beige,3000,18,25,Manual,V8 6.0L,RWD,2,13109,7OZEOQGNI1UPNK119,1,2024-04-11,Phoenix,AZ,convertible
1951,Dodge,Power Wagon,Brown,3000,15,22,Manual,V8 6.0L,RWD,1,34258,39YW6283LRGXN3AMM,1,2023-11-05,Chicago,IL,"SUV / 4x4,pickup"
1952,Mercedes-Benz,Benz 220 Sedan,Beige,5367.14,9,27,Automatic,Inline-4 3.0L,AWD,3,99979,IK5PT1RXRGNM1VO5P,1,2025-01-29,Denver,CO,"sedan,luxury"
1982,Pontiac,Firebird Trans Am Tribute,White,36840.42,12,15,Automatic,Inline-4 1.6L,RWD,1,106066,W0RIJYXA26VFFG32M,1,2023-08-16,Portland,OR,muscle car
1996,Ford,Bronco Eddie Bauer,Red,13750.39,8,29,Automatic,V6 3.8L,RWD,3,45809,DHNM2S5JTATN1PB9Z,1,2024-09-20,Los Angeles,CA,SUV / 4x4
2004,Dodge,Ram Srt 10 Pickup,Red,37357.8,10,15,Manual,Inline-6 3.5L,RWD,1,78639,642WPIZBV0ZWH0KIW,1,2025-02-23,Miami,FL,pickup
1974,Porsche,914,Black,17120.26,14,20,Automatic,V8 5.5L,AWD,3,75150,7MWBFQ79H7HWE7BN6,1,2024-04-26,Phoenix,AZ,coupe
1968,Pontiac,Executive Hardtop,Red,30295.53,17,29,Automatic,V8 5.3L,RWD,2,123696,SBIV07GJMEU2TU7Y6,1,2022-11-10,Houston,TX,"coupe,luxury"
1978,Chevrolet,Monza Station Wagon,Red,27347.96,21,22,Manual,V8 4.0L,FWD,3,87535,OX7ZGDNRKTV8HA9L2,1,2022-09-10,Houston,TX,station wagon
1970,Lincoln,Continental Mark Iii 2 Door Hardtop,Yellow,28653.39,17,27,Automatic,Inline-6 3.2L,AWD,1,20991,LZMJGES4GGPVJOQ5T,1,2024-09-29,Chicago,IL,"luxury,coupe"
1938,Lincoln,Zephyr Coupe,Brown,51575.17,8,13,Automatic,Flat-4 1.3L,FWD,2,66075,EZFBRY0IYL7II89X2,1,2023-10-14,Miami,FL,"luxury,coupe"
1968,Chevrolet,Malibu Chevelle Hardtop,White,21916.59,12,13,Manual,V8 6.2L,AWD,1,95159,DHAXKRZDGL764PFRP,0,2024-10-01,Houston,TX,"muscle car,coupe"
1960,Lincoln,Mark V Convertible,Brown,47430.84,16,28,Automatic,V8 4.2L,RWD,1,91679,J6JZ11QUICYMJXDZV,1,2021-04-16,Los Angeles,CA,"convertible,luxury"
1960,Mercedes-Benz,Benz 190Sl Roadster,Black,24067.69,11,23,Automatic,V6 4.2L,AWD,1,15316,GYUVNYQA7S7EWV9UI,1,2023-01-10,Miami,FL,"convertible,luxury"
1960,Mercedes-Benz,Benz 190Sl Roadster,Green,19032.14,17,22,Automatic,V6 4.2L,AWD,3,24527,HJ5TEHPVPKNNPJJ7J,1,2022-01-24,Denver,CO,"convertible,luxury"
1969,Volkswagen,Porsche 959 Tribute Roadster,Green,60994.22,17,21,Manual,V8 6.0L,RWD,1,136886,KHZRGPNVS9U10VVUB,1,2024-01-31,Savannah,GA,convertible
1975,Buick,Electra 225 Limited 2 Door Hardtop,Brown,23554.33,8,14,Automatic,Flat-6 2.2L,AWD,2,98315,53DP6GD8AFJ6TZ6YJ,1,2021-08-05,Seattle,WA,"luxury,coupe"
1950,Cadillac,Series 61 Coupe,Brown,35399.85,12,18,Automatic,V8 4.6L,FWD,2,48020,J54VG60RG3RJRJ4JV,1,2022-10-20,Atlanta,GA,"luxury,coupe"
1979,Dodge,D150 Lil Red Express Pickup,Gray,4144.79,12,27,Manual,Flat-4 2.0L,RWD,2,95611,BLH7RSDJWSY86FU9F,1,2024-12-30,Chicago,IL,pickup
1974,Porsche,914,Black,18413.7,8,30,Automatic,V8 5.5L,FWD,1,130499,VKG0DFYH0DM9UY0VA,1,2024-11-04,Birmingham,AL,coupe
1975,Mercedes-Benz,Benz 300D Sedan,Black,22918.36,17,24,Manual,Inline-4 1.6L,AWD,3,139934,E0WBCVSSWUV8889ND,1,2022-03-04,Houston,TX,"sedan,luxury"
1972,Ford,Mustang Mach 1,Brown,58144.78,20,20,Manual,Flat-6 3.6L,RWD,2,47756,A3P941C2E6ZXNH7I9,1,2022-05-31,Miami,FL,"muscle car,coupe"
1969,Jaguar,Xke Roadster,Black,26790.19,13,24,Automatic,V12 5.0L,FWD,1,89625,06GGSLYPH4CG0NTEK,1,2024-08-18,Chicago,IL,"convertible,luxury"
1978,Chevrolet,Monza Station Wagon,Brown,16901.44,14,20,Automatic,V8 4.0L,RWD,1,81907,HNUERWBPEAJ6B5GC4,1,2023-02-19,Chicago,IL,station wagon
1966,Buick,Skylark Gs Hardtop,White,33861.44,14,20,Automatic,V8 6.6L,AWD,1,108909,E5UYBPAA8L6D6X0LG,1,2023-12-21,Chicago,IL,"muscle car,coupe"
1966,Ford,Mustang Gt Hardtop,Red,29488.42,16,17,Manual,V8 4.0L,FWD,2,134721,UW23LEX1235EIHD0C,1,2024-02-14,Miami,FL,"muscle car,coupe"
1940,Dodge,Vc Series 1 2 Ton Panel Truck,Yellow,11349.79,14,29,Manual,Inline-4 2.5L,AWD,3,142879,DGEYY6U0KQ0MXTBZI,1,2022-12-04,Houston,TX,truck
1969,Jaguar,Xke Roadster,Gray,42032.34,20,22,Manual,V12 5.0L,AWD,2,28496,6PQD5VALZW6BQKOYF,1,2021-04-15,Indianapolis,IN,"convertible,luxury"
1957,Chevrolet,210 2 Door Sedan,Gray,44583.12,16,21,Automatic,V6 3.0L,AWD,2,44424,HWNILP3D1E071BUVX,1,2021-12-26,Seattle,WA,sedan
1990,Toyota,Supra Coupe,Beige,21642.99,13,26,Manual,V8 6.2L,RWD,1,143192,GM6WJONXZAIL9132L,1,2024-07-30,Miami,FL,coupe
1928,Buick,116 Sport Coupe,Gray,17084.19,14,27,Automatic,Flat-4 2.0L,AWD,2,58039,J8D6WKH119AQCW1CY,1,2024-05-04,New Orleans,LA,coupe
1970,Cadillac,Coupe Deville,Black,38351.29,10,12,Automatic,Inline-6 3.5L,AWD,2,8095,6MVW9FF4BPQHSU15F,1,2025-01-26,San Diego,CA,"luxury,coupe"
1948,Pontiac,Streamliner 8 Silver Streak Woody Wagon,Gray,29889.35,14,22,Manual,Inline-4 2.2L,AWD,3,146410,IZME2WJJTLMJ2DPOF,0,2023-03-30,New Orleans,LA,station wagon
1971,Volkswagen,Sand Rover T Pickup Dune Buggy,Brown,37038.07,13,27,Automatic,V12 5.0L,RWD,2,24116,1S4FY345NGY35QFID,1,2024-10-07,Miami,FL,pickup
1951,Chevrolet,Sedan Delivery,Green,8783.06,13,18,Automatic,Inline-4 2.2L,AWD,3,5847,JETV8LA0ITTDFBX6T,1,2022-05-01,Los Angeles,CA,van
1969,Volkswagen,Kelmark Gt,Beige,16538.48,9,13,Automatic,V8 5.5L,AWD,1,68986,AQ15TCPL58LJLA1H8,1,2024-03-02,Louisville,KY,"coupe,muscle car"
1968,Chevrolet,Corvair Monza Coupe,Gray,17071.03,19,21,Manual,V8 5.5L,FWD,1,50062,KOQMTGNYTLMBIQSYN,1,2023-11-15,Atlanta,GA,coupe
1940,Dodge,Vc Series 1 2 Ton Panel Truck,Yellow,32995.02,10,23,Manual,Inline-4 2.5L,RWD,3,127819,6XBOL1WOZPBV6PBNG,1,2022-03-04,Seattle,WA,truck
1951,Dodge,Power Wagon,Green,24135.42,9,25,Automatic,V8 6.0L,AWD,1,105558,F5XH21OE2U5WLXNUU,1,2023-08-18,Chicago,IL,"SUV / 4x4,pickup"
1978,Toyota,Corolla Sedan,Yellow,18589.85,9,30,Automatic,V8 5.3L,RWD,1,122819,EIB7WKV3STQPT3TD9,1,2024-01-01,Charlotte,NC,sedan
1950,Dodge,Pickup,Black,34720.85,18,20,Manual,V8 3.5L,AWD,3,40617,4DJ7PNWT8XWKR81GO,1,2022-12-25,Denver,CO,pickup
1982,Toyota,Pickup,Yellow,42294.15,14,19,Automatic,V8 3.5L,RWD,1,40985,7IGK6HL3E2B0HKBB8,1,2025-03-30,Los Angeles,CA,pickup
1970,Mercedes-Benz,Benz 280Se Sedan,Beige,49982.67,16,22,Manual,V6 4.0L,AWD,3,143535,179XJWPTYZR4769QE,1,2025-03-19,New Orleans,LA,"sedan,luxury"
1922,Lincoln,Model 117 Brunn Sedan,Yellow,23025.36,17,29,Manual,Flat-4 2.0L,FWD,2,20216,VVPL5JVE85HBMURMX,1,2023-10-06,Birmingham,AL,"luxury,sedan"
1954,Lincoln,Cosmopolitan Sedan,Green,43517.16,13,29,Automatic,V6 3.0L,RWD,2,117432,9HOGY5TX1FIAAL1NP,1,2024-01-17,Denver,CO,"luxury,sedan"
1956,Lincoln,Premiere 2 Door Hardtop,Gray,21201.94,16,29,Manual,Flat-6 3.2L,FWD,1,90448,CY13066ZW8KLJXCN2,1,2024-01-06,Denver,CO,"luxury,coupe"
1976,Lincoln,Continental Town Coupe,Green,22575.14,20,22,Automatic,V6 4.0L,FWD,3,89258,B58IJS0NVD7WY01T8,1,2022-03-12,Los Angeles,CA,"luxury,coupe"
1959,Pontiac,Catalina Hardtop,Beige,31662.47,11,23,Manual,Rotary 1.2L,FWD,3,128923,1LBHUOSWU3S9VSL3L,1,2023-11-23,Phoenix,AZ,"coupe,luxury"
1954,Lincoln,Cosmopolitan Sedan,Yellow,32572.24,21,29,Automatic,V6 3.0L,FWD,3,68727,Y3IHTKCTFU9GP2D2H,1,2022-10-23,Chicago,IL,"luxury,sedan"
1996,Ford,Bronco Eddie Bauer,Gray,26402.83,21,22,Manual,V6 3.8L,AWD,1,129201,69T86VY0U8BX1W8VM,1,2021-06-05,Seattle,WA,SUV / 4x4
1964,Dodge,Dart 270 2 Door Hardtop,Blue,30651.12,22,28,Automatic,V6 2.5L,RWD,3,138385,3UTTLXW5OD622SG1I,1,2021-07-24,Chicago,IL,"sedan,coupe"
1959,Pontiac,Catalina Hardtop,Beige,37161.68,14,21,Automatic,Rotary 1.2L,AWD,2,20862,0MDH5LZ1XTUL119ZA,1,2022-02-14,Miami,FL,"coupe,luxury"
1978,Toyota,Corolla Sedan,Red,69506.41,8,29,Automatic,V8 5.3L,AWD,3,34573,U8TC989GB6TVVMAHV,1,2022-05-29,Chicago,IL,sedan
1974,Porsche,914,Gray,56242.74,21,27,Manual,V8 5.5L,FWD,3,43870,5XGD5HMBOW1XR2CE7,1,2023-12-08,Atlanta,GA,coupe
1966,Buick,Skylark Gs Hardtop,White,26149.83,19,25,Automatic,V8 6.6L,FWD,2,95528,J9CTQ6ZHZN61NV5KA,1,2022-06-12,Chicago,IL,"muscle car,coupe"
1968,Chevrolet,Malibu Chevelle Hardtop,Black,22691.77,10,29,Automatic,V8 6.2L,RWD,1,99262,D0DCHQBX1S1HK7VEU,1,2024-01-31,Phoenix,AZ,"muscle car,coupe"
1957,Oldsmobile,Super 88 Convertible,Gray,11188.51,9,28,Manual,Rotary 1.1L,RWD,1,81310,YFG7V9OUJ204D5E0C,1,2021-08-26,Atlanta,GA,convertible
